high_exposure,exposure_label,p75_lead_time_hours_pre,p75_lead_time_hours_post,p75_lead_time_hours_change_pct,p90_lead_time_hours_pre,p90_lead_time_hours_post,p90_lead_time_hours_change_pct,avg_time_to_review_hours_pre,avg_time_to_review_hours_post,avg_time_to_review_hours_change_pct,throughput_mean_prs_per_dev_pre,throughput_mean_prs_per_dev_post,throughput_mean_prs_per_dev_change_pct,throughput_median_prs_per_dev_pre,throughput_median_prs_per_dev_post,throughput_median_prs_per_dev_change_pct,throughput_p75_prs_per_dev_pre,throughput_p75_prs_per_dev_post,throughput_p75_prs_per_dev_change_pct,avg_active_weeks_pre,avg_active_weeks_post,avg_active_weeks_change_pct,burstiness_cv_weekly_mean_pre,burstiness_cv_weekly_mean_post,burstiness_cv_weekly_mean_change_pct,burstiness_cv_weekly_median_pre,burstiness_cv_weekly_median_post,burstiness_cv_weekly_median_change_pct,slack_median_gap_hours_pre,slack_median_gap_hours_post,slack_median_gap_hours_change_pct,slack_mean_gap_bdays_pre,slack_mean_gap_bdays_post,slack_mean_gap_bdays_change_pct
True,High AI-Exposure (Python/JS/Java/TS),15,1,-93.33333333333333,117,31,-73.50427350427351,35.42470957095709,29.850925715656835,-15.73416951841411,4.193801497792633,4.132230494388743,-1.4681430066801384,2.0,2.0,0.0,4.0,4.0,0.0,1.6967714644884926,1.579938771976768,-6.885588009752684,0.41907361491681433,0.4221488148312984,0.7338090027678064,0.4714045207910317,0.4714045207910317,0.0,23.0,23.0,0.0,9.734703982166375,9.764481031146868,0.30588551059224894
False,Low AI-Exposure (Fortran/COBOL/etc),40,23,-42.5,167,140,-16.16766467065868,43.75418125243097,53.68839427662959,22.70460271416158,3.152803450400493,2.6556104446012703,-15.769870010008566,1.0,1.0,0.0,3.0,3.0,0.0,1.6420209488601356,1.4982357092448835,-8.75660202234725,0.3485943208820816,0.36575101330715426,4.921678695642387,0.4,0.4330127018922194,8.253175473054847,26.0,29.0,11.538461538461538,12.047382108006692,13.047867283274313,8.304585729066382
