period,n_developers,threshold_prs,throughput_mean,throughput_median,throughput_p25,throughput_p75,burstiness_cv_mean,burstiness_cv_median,burstiness_cv_p75,active_weeks_mean,active_weeks_median,slack_median_gap_hours,slack_mean_gap_hours,slack_p25_gap_hours,slack_p75_gap_hours,slack_median_gap_days,slack_mean_gap_days,lead_time_mean,lead_time_median
2021,39288,5.0,12.361102626756262,8.0,6.0,14.0,0.5869080213193351,0.565685424949238,0.7806247497997999,3.0550804316839746,3.0,22.0,36.192647137008876,11.0,45.0,0.9166666666666666,1.5080269640420365,28.671075962348166,5.333333333333334
2025,54229,5.0,13.092459754006159,8.0,6.0,13.0,0.6042372010553736,0.5824521380307973,0.841319754933374,2.7608843976470157,3.0,22.0,39.043195550398146,8.0,46.0,0.9166666666666666,1.6267998145999227,15.64925397559982,0.1666666666666666
